rise_delay,fall_delay,rise_slew,fall_slew
0.4312211532816982,0.2027096523427697,0.23523236467126685,0.26968374052297245
0.8018929082927367,0.7007408880470241,0.7369914592961007,0.8753353095748951
0.33513547702226476,0.12586590126182812,0.1637639374764326,0.17599826930797288
0.23166764122773095,0.03273892726062277,0.07689090028322218,0.053820188109511884
0.24760519723973812,0.02459289005533125,0.06699064733746378,0.04528590513656331
0.20374497349133625,0.004028592297318304,0.029761163743156842,0.014779120670148539
0.11212485121915611,0.03809926893426338,0.08575236224915295,0.04575664712514958
0.5549282183598115,0.3217838815111352,0.41329864389145626,0.42515693400512095
0.5349482909125142,0.22378313119269616,0.3600854208010041,0.32371024066415544
0.19511840464801844,0.006316553242609196,0.027776114103583903,0.01701897182295078
0.07710722578170952,0.028472775537877738,0.03781466837682588,0.030999544276710953
0.25179034354096236,0.027991968982401444,0.08733131215268126,0.05020029734864128
0.643518189718323,0.4323709889376083,0.5136725577247543,0.5931106548008935
0.40570047592762487,0.15058729611607394,0.20653526928126523,0.19758798004613895
0.23465413363052928,0.024262469964898205,0.07382947217183798,0.04402459849289571
0.5957893487603834,0.3217566871734072,0.4214873843647043,0.42649060893083185
0.5458069524467806,0.2838785295337644,0.3818496968229022,0.38535653984529417
0.5867469242916356,0.31188780868970395,0.4234701460699826,0.42295143017397197
0.5817696976403729,0.6215004982047108,0.4977299563193778,0.800559953784184
0.19210630954930213,0.009404105923040335,0.02406279674335777,0.018227202790620838
0.28318698135661347,0.07349479682826787,0.12196912355258051,0.11070186188655035
0.6318721890740031,0.2937038615289491,0.4415269363837289,0.3886314807309244
0.13112007200037268,0.022394201188911205,0.03799956099185564,0.02566405222041448
0.4358895639100332,0.1519094208297298,0.32116163756918853,0.21508914696667888
0.1881333948358512,0.008511882808486379,0.014535377313049965,0.020643136490325602
0.6186975540040677,0.2824889521980971,0.5363048725775421,0.38096774209039164
0.2034970017522548,0.009564463645250498,0.03541619073046001,0.0232643137450754
0.2066290306710815,0.009889231579214596,0.04390834913670907,0.025445650795907035
